(Var "protein")	absorbance_1,absorbance_2,absorbance_3,absorbance_4,absorbance_5,absorbance_6,absorbance_7,absorbance_8,absorbance_9,absorbance_10,absorbance_11,absorbance_12,absorbance_13,absorbance_14,absorbance_15,absorbance_16,absorbance_17,absorbance_18,absorbance_19,absorbance_20,absorbance_21,absorbance_22,absorbance_23,absorbance_24,absorbance_25,absorbance_26,absorbance_27,absorbance_28,absorbance_29,absorbance_30,absorbance_31,absorbance_32,absorbance_33,absorbance_34,absorbance_35,absorbance_36,absorbance_37,absorbance_38,absorbance_39,absorbance_40,absorbance_41,absorbance_42,absorbance_43,absorbance_44,absorbance_45,absorbance_46,absorbance_47,absorbance_48,absorbance_49,absorbance_50,absorbance_51,absorbance_52,absorbance_53,absorbance_54,absorbance_55,absorbance_56,absorbance_57,absorbance_58,absorbance_59,absorbance_60,absorbance_61,absorbance_62,absorbance_63,absorbance_64,absorbance_65,absorbance_66,absorbance_67,absorbance_68,absorbance_69,absorbance_70,absorbance_71,absorbance_72,absorbance_73,absorbance_74,absorbance_75,absorbance_76,absorbance_77,absorbance_78,absorbance_79,absorbance_80,absorbance_81,absorbance_82,absorbance_83,absorbance_84,absorbance_85,absorbance_86,absorbance_87,absorbance_88,absorbance_89,absorbance_90,absorbance_91,absorbance_92,absorbance_93,absorbance_94,absorbance_95,absorbance_96,absorbance_97,absorbance_98,absorbance_99,absorbance_100,principal_component_1,principal_component_2,principal_component_3,principal_component_4,principal_component_5,principal_component_6,principal_component_7,principal_component_8,principal_component_9,principal_component_10,principal_component_11,principal_component_12,principal_component_13,principal_component_14,principal_component_15,principal_component_16,principal_component_17,principal_component_18,principal_component_19,principal_component_20,principal_component_21,principal_component_22,moisture,protein
(Var "X4")	X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
(Tanh (Var "oz1"))	oz1,oz2,oz3,oz4,oz5,oz6,oz7,oz8,oz9,oz10,oz11,oz12,oz13,oz14,oz15,oz16,oz17,oz18,oz19,oz20,oz21,oz22,oz23,oz24,oz25,oz26,oz27,oz28,oz29,oz30,oz31,oz32,oz33,oz34,oz35,oz36,oz37,oz38,oz39,oz40,oz41,oz42,oz43,oz44,oz45,oz46,oz47,oz48,oz49,oz50
(Var "in4")	in1,in2,in3,in4
(Var "x6")	x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
(Var "CHMAX")	MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX
(Var "x1")	x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
(Var "moisture")	absorbance_1,absorbance_2,absorbance_3,absorbance_4,absorbance_5,absorbance_6,absorbance_7,absorbance_8,absorbance_9,absorbance_10,absorbance_11,absorbance_12,absorbance_13,absorbance_14,absorbance_15,absorbance_16,absorbance_17,absorbance_18,absorbance_19,absorbance_20,absorbance_21,absorbance_22,absorbance_23,absorbance_24,absorbance_25,absorbance_26,absorbance_27,absorbance_28,absorbance_29,absorbance_30,absorbance_31,absorbance_32,absorbance_33,absorbance_34,absorbance_35,absorbance_36,absorbance_37,absorbance_38,absorbance_39,absorbance_40,absorbance_41,absorbance_42,absorbance_43,absorbance_44,absorbance_45,absorbance_46,absorbance_47,absorbance_48,absorbance_49,absorbance_50,absorbance_51,absorbance_52,absorbance_53,absorbance_54,absorbance_55,absorbance_56,absorbance_57,absorbance_58,absorbance_59,absorbance_60,absorbance_61,absorbance_62,absorbance_63,absorbance_64,absorbance_65,absorbance_66,absorbance_67,absorbance_68,absorbance_69,absorbance_70,absorbance_71,absorbance_72,absorbance_73,absorbance_74,absorbance_75,absorbance_76,absorbance_77,absorbance_78,absorbance_79,absorbance_80,absorbance_81,absorbance_82,absorbance_83,absorbance_84,absorbance_85,absorbance_86,absorbance_87,absorbance_88,absorbance_89,absorbance_90,absorbance_91,absorbance_92,absorbance_93,absorbance_94,absorbance_95,absorbance_96,absorbance_97,absorbance_98,absorbance_99,absorbance_100,principal_component_1,principal_component_2,principal_component_3,principal_component_4,principal_component_5,principal_component_6,principal_component_7,principal_component_8,principal_component_9,principal_component_10,principal_component_11,principal_component_12,principal_component_13,principal_component_14,principal_component_15,principal_component_16,principal_component_17,principal_component_18,principal_component_19,principal_component_20,principal_component_21,principal_component_22,moisture,protein
(Var "temperature_diff_2m_25m")	cars_per_hour,temperature_at_2m,wind_speed,temperature_diff_2m_25m,wind_direction,hour_of_day,day
(Var "Scorer_2")	Scorer_1,Scorer_2,Subject
(Pow3 (Tanh (Var "oz4")))	oz1,oz2,oz3,oz4,oz5,oz6,oz7,oz8,oz9,oz10,oz11,oz12,oz13,oz14,oz15,oz16,oz17,oz18,oz19,oz20,oz21,oz22,oz23,oz24,oz25
(Tanh (Var "oz5"))	oz1,oz2,oz3,oz4,oz5,oz6,oz7,oz8,oz9,oz10,oz11,oz12,oz13,oz14,oz15,oz16,oz17,oz18,oz19,oz20,oz21,oz22,oz23,oz24,oz25
(Cos (Var "oz2"))	oz1,oz2,oz3,oz4,oz5,oz6,oz7,oz8,oz9,oz10,oz11,oz12,oz13,oz14,oz15,oz16,oz17,oz18,oz19,oz20,oz21,oz22,oz23,oz24,oz25,oz26,oz27,oz28,oz29,oz30,oz31,oz32,oz33,oz34,oz35,oz36,oz37,oz38,oz39,oz40,oz41,oz42,oz43,oz44,oz45,oz46,oz47,oz48,oz49,oz50
(ProtectedExp (Var "oz4"))	oz1,oz2,oz3,oz4,oz5
(Sin (Var "oz1"))	oz1,oz2,oz3,oz4,oz5,oz6,oz7,oz8,oz9,oz10
(Var "northsouth")	eastwest,northsouth,angle,radialposition
(Var "Scorer_1")	Scorer_1,Scorer_2,Subject
(Var "col_2")	col_1,col_2
(Add (Sqrt (Pow2 (Sub (Sqrt (Add (Num 0.0) (Var "In1"))) (ProtectedInv (Add (Var "In2") (Pow2 (Var "In3"))))))) (Var "In4"))	In1,In2,In3,In4
(Inv (ProtectedInv (Var "In3")))	In1,In2,In3,In4
(Add (Add (Var "In1") (Var "In2")) (ProtectedLog (Cos (Pow (Pow (Var "In2") (Var "In3")) (ProtectedSqrt (Pow (ProtectedLog (Var "In1")) (Pow2 (Sub (Inv (Add (Cos (Num 0.0)) (Var "In1"))) (Var "In3")))))))))	In1,In2,In3,In4
(Var "x5")	x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
(Cos (Exp (Var "oz1")))	oz1,oz2,oz3,oz4,oz5,oz6,oz7,oz8,oz9,oz10,oz11,oz12,oz13,oz14,oz15,oz16,oz17,oz18,oz19,oz20,oz21,oz22,oz23,oz24,oz25
(Neg (Var "oz2"))	oz1,oz2,oz3,oz4,oz5,oz6,oz7,oz8,oz9,oz10,oz11,oz12,oz13,oz14,oz15,oz16,oz17,oz18,oz19,oz20,oz21,oz22,oz23,oz24,oz25
(Add (Var "oz1") (Var "oz5"))	oz1,oz2,oz3,oz4,oz5,oz6,oz7,oz8,oz9,oz10,oz11,oz12,oz13,oz14,oz15,oz16,oz17,oz18,oz19,oz20,oz21,oz22,oz23,oz24,oz25
(ProtectedExp (Var "oz2"))	oz1,oz2,oz3,oz4,oz5,oz6,oz7,oz8,oz9,oz10,oz11,oz12,oz13,oz14,oz15,oz16,oz17,oz18,oz19,oz20,oz21,oz22,oz23,oz24,oz25,oz26,oz27,oz28,oz29,oz30,oz31,oz32,oz33,oz34,oz35,oz36,oz37,oz38,oz39,oz40,oz41,oz42,oz43,oz44,oz45,oz46,oz47,oz48,oz49,oz50
(Add (Var "oz4") (Var "oz1"))	oz1,oz2,oz3,oz4,oz5,oz6,oz7,oz8,oz9,oz10,oz11,oz12,oz13,oz14,oz15,oz16,oz17,oz18,oz19,oz20,oz21,oz22,oz23,oz24,oz25
(Tanh (Exp (Var "oz5")))	oz1,oz2,oz3,oz4,oz5,oz6,oz7,oz8,oz9,oz10
(Sin (Var "oz4"))	oz1,oz2,oz3,oz4,oz5,oz6,oz7,oz8,oz9,oz10
(Tanh (Tanh (Var "oz2")))	oz1,oz2,oz3,oz4,oz5,oz6,oz7,oz8,oz9,oz10,oz11,oz12,oz13,oz14,oz15,oz16,oz17,oz18,oz19,oz20,oz21,oz22,oz23,oz24,oz25
(Var "runqsz")	lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,pgout,ppgout,pgfree,pgscan,atch,pgin,ppgin,pflt,vflt,runqsz,freemem,freeswap
(Var "f5")	f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48
(Var "MMAX")	MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX
(Var "MMIN")	MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX
(Var "x8")	x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
(Var "CLO")	year,month,day,RPT,VAL,ROS,KIL,SHA,BIR,DUB,CLA,MUL,CLO,BEL
(Var "DUB")	year,month,day,RPT,VAL,ROS,KIL,SHA,BIR,DUB,CLA,MUL,CLO,BEL
(Var "principal_component_9")	absorbance_1,absorbance_2,absorbance_3,absorbance_4,absorbance_5,absorbance_6,absorbance_7,absorbance_8,absorbance_9,absorbance_10,absorbance_11,absorbance_12,absorbance_13,absorbance_14,absorbance_15,absorbance_16,absorbance_17,absorbance_18,absorbance_19,absorbance_20,absorbance_21,absorbance_22,absorbance_23,absorbance_24,absorbance_25,absorbance_26,absorbance_27,absorbance_28,absorbance_29,absorbance_30,absorbance_31,absorbance_32,absorbance_33,absorbance_34,absorbance_35,absorbance_36,absorbance_37,absorbance_38,absorbance_39,absorbance_40,absorbance_41,absorbance_42,absorbance_43,absorbance_44,absorbance_45,absorbance_46,absorbance_47,absorbance_48,absorbance_49,absorbance_50,absorbance_51,absorbance_52,absorbance_53,absorbance_54,absorbance_55,absorbance_56,absorbance_57,absorbance_58,absorbance_59,absorbance_60,absorbance_61,absorbance_62,absorbance_63,absorbance_64,absorbance_65,absorbance_66,absorbance_67,absorbance_68,absorbance_69,absorbance_70,absorbance_71,absorbance_72,absorbance_73,absorbance_74,absorbance_75,absorbance_76,absorbance_77,absorbance_78,absorbance_79,absorbance_80,absorbance_81,absorbance_82,absorbance_83,absorbance_84,absorbance_85,absorbance_86,absorbance_87,absorbance_88,absorbance_89,absorbance_90,absorbance_91,absorbance_92,absorbance_93,absorbance_94,absorbance_95,absorbance_96,absorbance_97,absorbance_98,absorbance_99,absorbance_100,principal_component_1,principal_component_2,principal_component_3,principal_component_4,principal_component_5,principal_component_6,principal_component_7,principal_component_8,principal_component_9,principal_component_10,principal_component_11,principal_component_12,principal_component_13,principal_component_14,principal_component_15,principal_component_16,principal_component_17,principal_component_18,principal_component_19,principal_component_20,principal_component_21,principal_component_22,moisture,protein
(Var "Bills")	Party,Bills
(Var "X1")	X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
(Var "X2")	X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
(Pow2 (Var "oz5"))	oz1,oz2,oz3,oz4,oz5,oz6,oz7,oz8,oz9,oz10,oz11,oz12,oz13,oz14,oz15,oz16,oz17,oz18,oz19,oz20,oz21,oz22,oz23,oz24,oz25
(Var "oz5")	oz1,oz2,oz3,oz4,oz5,oz6,oz7,oz8,oz9,oz10
(Exp (Var "oz2"))	oz1,oz2,oz3,oz4,oz5,oz6,oz7,oz8,oz9,oz10,oz11,oz12,oz13,oz14,oz15,oz16,oz17,oz18,oz19,oz20,oz21,oz22,oz23,oz24,oz25,oz26,oz27,oz28,oz29,oz30,oz31,oz32,oz33,oz34,oz35,oz36,oz37,oz38,oz39,oz40,oz41,oz42,oz43,oz44,oz45,oz46,oz47,oz48,oz49,oz50
(Neg (Var "col_2"))	col_1,col_2
(Var "angle")	eastwest,northsouth,angle,radialposition
(Var "x0")	x0,x1,x2,x3
(Sin (Var "oz2"))	oz1,oz2,oz3,oz4,oz5,oz6,oz7,oz8,oz9,oz10,oz11,oz12,oz13,oz14,oz15,oz16,oz17,oz18,oz19,oz20,oz21,oz22,oz23,oz24,oz25,oz26,oz27,oz28,oz29,oz30,oz31,oz32,oz33,oz34,oz35,oz36,oz37,oz38,oz39,oz40,oz41,oz42,oz43,oz44,oz45,oz46,oz47,oz48,oz49,oz50
(Cos (Var "oz1"))	oz1,oz2,oz3,oz4,oz5,oz6,oz7,oz8,oz9,oz10,oz11,oz12,oz13,oz14,oz15,oz16,oz17,oz18,oz19,oz20,oz21,oz22,oz23,oz24,oz25
(Sin (Add (Var "oz1") (Var "oz2")))	oz1,oz2,oz3,oz4,oz5,oz6,oz7,oz8,oz9,oz10
(Pow3 (Var "oz5"))	oz1,oz2,oz3,oz4,oz5,oz6,oz7,oz8,oz9,oz10,oz11,oz12,oz13,oz14,oz15,oz16,oz17,oz18,oz19,oz20,oz21,oz22,oz23,oz24,oz25,oz26,oz27,oz28,oz29,oz30,oz31,oz32,oz33,oz34,oz35,oz36,oz37,oz38,oz39,oz40,oz41,oz42,oz43,oz44,oz45,oz46,oz47,oz48,oz49,oz50
(Var "Ex1")	R,Age,S,Ed,Ex0,Ex1,LF,M,N,NW,U1,U2,W
(Neg (Var "R"))	R,Age,S,Ed,Ex0,Ex1,LF,M,N,NW,U1,U2,W
(Neg (Var "wind_speed"))	cars_per_hour,temperature_at_2m,wind_speed,temperature_diff_2m_25m,wind_direction,hour_of_day,day
(Pow (ProtectedSqrt (Pow3 (Var "oz1"))) (Var "oz2"))	oz1,oz2,oz3,oz4,oz5
(Var "year")	year,month,day,RPT,VAL,ROS,KIL,SHA,BIR,DUB,CLA,MUL,CLO,BEL
(Var "LOW")	LOW,AGE,LWT,RACE,SMOKE,PTL,HT,UI,FTV
(ProtectedSqrt (ProtectedExp (Var "oz4")))	oz1,oz2,oz3,oz4,oz5,oz6,oz7,oz8,oz9,oz10,oz11,oz12,oz13,oz14,oz15,oz16,oz17,oz18,oz19,oz20,oz21,oz22,oz23,oz24,oz25
(Var "total_bedrooms")	median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude
(Var "MUL")	year,month,day,RPT,VAL,ROS,KIL,SHA,BIR,DUB,CLA,MUL,CLO,BEL
(Var "households")	median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude
(Neg (Var "Nader00"))	Bush00,Buchanan00,Nader00,Browne00,Hagelin00,Harris00,McReynolds00,Moorehead00,Phillips00,Total00,Clinton96,Dole96,Perot96,Total96
(Sub (Var "Total00") (Var "Browne00"))	Bush00,Buchanan00,Nader00,Browne00,Hagelin00,Harris00,McReynolds00,Moorehead00,Phillips00,Total00,Clinton96,Dole96,Perot96,Total96
(Mul (Tanh (ProtectedInv (Pow3 (Sin (ProtectedSqrt (Log (Pow3 (Var "Clinton96")))))))) (Var "Buchanan00"))	Bush00,Buchanan00,Nader00,Browne00,Hagelin00,Harris00,McReynolds00,Moorehead00,Phillips00,Total00,Clinton96,Dole96,Perot96,Total96
(ProtectedDiv (Var "Nader00") (Num -1.0))	Bush00,Buchanan00,Nader00,Browne00,Hagelin00,Harris00,McReynolds00,Moorehead00,Phillips00,Total00,Clinton96,Dole96,Perot96,Total96
(Var "G")	m1,m2,G,x1,x2,y1,y2,z1,z2
(Sin (Div (Var "m1") (Pow2 (Sub (Var "y2") (Add (Var "z1") (Var "y1"))))))	m1,m2,G,x1,x2,y1,y2,z1,z2
(Add (Abs (Var "x2")) (Var "z2"))	m1,m2,G,x1,x2,y1,y2,z1,z2
(Add (Var "in2") (Var "in4"))	in1,in2,in3,in4
(ProtectedSqrt (Mul (Var "in1") (Var "in3")))	in1,in2,in3,in4
(Add (Var "in4") (ProtectedSqrt (Add (Num -1.0) (Var "in3"))))	in1,in2,in3,in4
(Inv (ProtectedInv (Var "in1")))	in1,in2,in3,in4
(Add (Exp (Sin (ProtectedInv (Pow2 (Var "x1"))))) (Pow2 (ProtectedExp (Cos (Neg (ProtectedExp (Pow (Var "x6") (Var "x6"))))))))	x0,x1,x2,x3,x4,x5,x6,x7,x8
(ProtectedSqrt (Mul (ProtectedExp (Tan (Exp (ProtectedDiv (Abs (Var "x3")) (ProtectedSqrt (Var "x0")))))) (Tanh (Var "x2"))))	x0,x1,x2,x3,x4,x5,x6,x7,x8
(ProtectedDiv (ProtectedLog (Sub (Abs (Var "x0")) (ProtectedExp (Var "x6")))) (Var "x4"))	x0,x1,x2,x3,x4,x5,x6,x7,x8
(Sqrt (Inv (Tanh (ProtectedInv (Add (Add (Var "pflt") (Var "swrite")) (Add (Var "exec") (Var "lread")))))))	lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,pgout,ppgout,pgfree,pgscan,atch,pgin,ppgin,pflt,vflt,runqsz,freemem,freeswap
(Sqrt (Sub (Sqrt (Var "freeswap")) (Sin (Sub (Num -1.0) (Var "fork")))))	lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,pgout,ppgout,pgfree,pgscan,atch,pgin,ppgin,pflt,vflt,runqsz,freemem,freeswap
(Tan (Tan (ProtectedInv (ProtectedSqrt (Var "freeswap")))))	lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,pgout,ppgout,pgfree,pgscan,atch,pgin,ppgin,pflt,vflt,runqsz,freemem,freeswap
(Add (Var "f21") (ProtectedDiv (Sub (Neg (Var "f32")) (ProtectedExp (Sub (Tan (ProtectedExp (Tan (ProtectedSqrt (Sub (ProtectedLog (Var "f30")) (ProtectedSqrt (Var "f2"))))))) (Pow2 (Var "f29"))))) (Cos (ProtectedInv (Var "f28")))))	f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48
(Sub (Var "f19") (Var "f8"))	f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48
(Add (Num 1.0) (Pow (Var "f3") (Sin (ProtectedExp (ProtectedDiv (Sub (Var "f6") (Var "f27")) (Var "f5"))))))	f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48
(Add (Var "f7") (ProtectedInv (Inv (Var "f20"))))	f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48
(Sub (Exp (Sub (Tan (Pow3 (Var "x1"))) (Cos (Sub (Var "x3") (Num -1.0))))) (Num -1.0))	x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
(Sin (Tanh (Var "x6")))	x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
(Add (Num 1.0) (Add (ProtectedSqrt (Sub (ProtectedSqrt (Add (ProtectedDiv (Pow (Pow2 (Sub (Num -1.0) (Var "MYCT"))) (Sin (Var "MMAX"))) (ProtectedLog (Cos (Var "MYCT")))) (Var "MMIN"))) (Neg (Add (Var "CACH") (ProtectedLog (Var "CACH")))))) (Var "CHMAX")))	MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX
(Sub (Var "MYCT") (Var "MMAX"))	MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX
(Add (Num 1.0) (Add (Num 1.0) (Add (Cos (Abs (ProtectedSqrt (Var "x10")))) (ProtectedExp (Pow (Pow3 (Pow (Var "x10") (Div (Var "x6") (Var "x10")))) (Tanh (Sin (Sin (Var "x4")))))))))	x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
(ProtectedSqrt (Var "x10"))	x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
(ProtectedDiv (Add (Add (Var "x6") (ProtectedExp (Tanh (Abs (ProtectedInv (Var "x6")))))) (Var "x8")) (Exp (Add (Var "x8") (Var "x8"))))	x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
(Tanh (Abs (ProtectedDiv (Inv (Var "x1")) (Var "x0"))))	x0,x1,x2,x3
(Mul (Var "CLO") (Sqrt (Var "BEL")))	year,month,day,RPT,VAL,ROS,KIL,SHA,BIR,DUB,CLA,MUL,CLO,BEL
(Sub (Sub (Var "BIR") (Mul (Var "month") (ProtectedDiv (Var "month") (Add (Tanh (Sqrt (Pow3 (Tanh (Var "CLO"))))) (Var "BIR"))))) (Var "year"))	year,month,day,RPT,VAL,ROS,KIL,SHA,BIR,DUB,CLA,MUL,CLO,BEL
(Sub (Sub (Var "VAL") (Var "year")) (ProtectedLog (Tan (Var "month"))))	year,month,day,RPT,VAL,ROS,KIL,SHA,BIR,DUB,CLA,MUL,CLO,BEL
(Sub (Num -1.0) (Add (Var "DUB") (ProtectedSqrt (Var "BEL"))))	year,month,day,RPT,VAL,ROS,KIL,SHA,BIR,DUB,CLA,MUL,CLO,BEL
