(Add (Add (Add (Var "q") (ProtectedLog (Sin (Mul (Num -7.0) (Var "epsilon"))))) (Var "d")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (ProtectedLog (Sin (Mul (Num 0.0) (Var "epsilon"))))) (Var "d")) (Num -6.0))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (ProtectedLog (Sin (Mul (Num 0.0) (Var "q"))))) (Var "d")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (ProtectedLog (Sin (Mul (Num 10.0) (Var "q"))))) (Var "d")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (ProtectedLog (Sin (Mul (Num 10.0) (Var "q"))))) (Var "epsilon")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (ProtectedLog (Sin (Mul (ProtectedExp (Var "d")) (Var "epsilon"))))) (Var "d")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (ProtectedLog (Sin (Mul (Var "d") (Var "d"))))) (Var "d")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (ProtectedLog (Sin (Mul (Var "d") (Var "y"))))) (Var "d")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (ProtectedLog (Sin (Mul (Var "y") (Var "d"))))) (Var "d")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (ProtectedLog (Sin (ProtectedExp (Var "Volt"))))) (Var "d")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (ProtectedLog (Sin (Var "epsilon")))) (Var "d")) (Num -1.0))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (ProtectedLog (Sin (Var "epsilon")))) (Var "d")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (ProtectedLog (Sub (Mul (Var "q") (Num 0.0)) (Num -6.0)))) (Var "d")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (ProtectedLog (Var "Volt"))) (Var "d")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (ProtectedLog (Var "epsilon"))) (Var "d")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (ProtectedLog (Var "y"))) (Var "d")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (ProtectedSqrt (ProtectedExp (Mul (Cos (Num -6.0)) (Var "Volt"))))) (Var "d")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (ProtectedSqrt (Sin (Mul (Cos (Num -10.0)) (Var "epsilon"))))) (Var "d")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (ProtectedSqrt (Sin (Mul (Cos (Num -5.0)) (Var "d"))))) (Var "d")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (ProtectedSqrt (Sin (Mul (Cos (Num -5.0)) (Var "epsilon"))))) (Var "d")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (ProtectedSqrt (Sin (Mul (Cos (Num -7.0)) (Var "epsilon"))))) (Var "d")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (ProtectedSqrt (Sin (Num -5.0)))) (Var "d")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (ProtectedSqrt (Sin (Var "epsilon")))) (Var "d")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (ProtectedSqrt (Var "y"))) (Var "d")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (Var "Volt")) (Var "d")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (Var "epsilon")) (Var "Volt")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (Var "epsilon")) (Var "d")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (Var "q")) (ProtectedLog (Sin (Var "epsilon")))) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (Var "q")) (Var "d")) (Var "y"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (Var "y")) (Var "d")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (Var "y")) (Var "epsilon")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "t") (ProtectedLog (ProtectedDiv (ProtectedLog (Cos (ProtectedDiv (ProtectedExp (Var "x")) (Sin (Var "u"))))) (Var "x")))) (ProtectedLog (Add (Num 0.0) (Var "x")))) (Var "t"))	x,c,u,t
(Add (Add (Add (Var "u") (Var "t")) (Add (Add (Mul (Var "u") (Var "u")) (Var "u")) (Num 4.0))) (Add (Num -7.0) (Var "t")))	x,c,u,t
(Add (Add (Add (Var "v") (Var "v")) (ProtectedExp (Num -5.0))) (Var "v"))	m,v,c
(Add (Add (Add (Var "y") (ProtectedDiv (Var "q") (Var "q"))) (Sin (Mul (ProtectedExp (Num -9.0)) (ProtectedSqrt (ProtectedExp (Add (Num 0.0) (Var "d"))))))) (Num -5.0))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "y") (ProtectedLog (Sin (Mul (ProtectedDiv (Num -6.0) (Var "y")) (Var "q"))))) (Var "d")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Cos (Add (Num -1.0) (Cos (Sub (Num -8.0) (Num -8.0))))) (Num -2.0)) (Var "sigma"))	Y,sigma
(Add (Add (Cos (Add (Num -5.0) (Add (Var "sigma") (Num -2.0)))) (Num 4.0)) (Var "sigma"))	Y,sigma
(Add (Add (Cos (Add (Var "T") (Sin (Var "h")))) (Sub (ProtectedExp (Cos (Sin (ProtectedSqrt (Var "T"))))) (Sin (ProtectedLog (Var "h"))))) (ProtectedSqrt (Mul (Var "kb") (Var "T"))))	h,omega,kb,T
(Add (Add (Cos (Cos (Cos (Sin (Sin (Mul (Add (Mul (Var "sigma") (Cos (ProtectedExp (Num -1.0)))) (Cos (Sub (Add (ProtectedLog (Num -2.0)) (Var "Y")) (Var "sigma")))) (Add (Num -1.0) (Add (Num -2.0) (Cos (Cos (Add (Num -1.0) (Sub (Mul (ProtectedExp (Var "Y")) (Num 6.0)) (Sin (Var "sigma")))))))))))))) (Num -2.0)) (Mul (Add (Sub (ProtectedExp (Sub (Num -8.0) (Var "Y"))) (Add (Var "sigma") (Sin (Var "sigma")))) (Num -1.0)) (Var "sigma")))	Y,sigma
(Add (Add (Cos (Cos (Mul (Add (Mul (Var "m2") (Sub (Var "e") (Var "r2"))) (ProtectedExp (Sin (Var "m1")))) (ProtectedSqrt (Var "r1"))))) (Var "G")) (Var "m2"))	m1,m2,r1,r2,G,e
(Add (Add (Cos (Cos (Num 1.0))) (Cos (Sin (Var "alpha")))) (Var "n"))	n,alpha
(Add (Add (Cos (Cos (Var "r1"))) (Var "m2")) (Var "G"))	m1,m2,r1,r2,G,e
(Add (Add (Cos (Mul (Mul (Mul (Var "m1") (ProtectedLog (Mul (Var "r1") (ProtectedDiv (Var "e") (Num 3.0))))) (Num 3.0)) (Var "e"))) (Var "r1")) (Sub (Var "e") (Var "m2")))	m1,m2,r1,r2,G,e
(Add (Add (Cos (Mul (ProtectedDiv (Cos (ProtectedLog (Mul (Var "v") (Var "v")))) (ProtectedDiv (Var "v") (Num -8.0))) (Var "c"))) (Num -8.0)) (Mul (ProtectedDiv (Var "m") (Var "c")) (Sub (Num 10.0) (Sin (Add (Cos (Add (Cos (Sub (ProtectedExp (Var "v")) (Var "c"))) (Num 7.0))) (Sin (Add (ProtectedDiv (Sub (ProtectedExp (Var "v")) (ProtectedSqrt (Mul (Num 10.0) (Var "m")))) (Var "m")) (Sub (Var "m") (ProtectedDiv (Var "m") (Sub (Sub (Var "m") (Var "m")) (Sub (Var "v") (Var "v"))))))))))))	m,v,c
(Add (Add (Cos (Num -2.0)) (Var "Volt")) (Num -2.0))	q,y,Volt,d,epsilon
(Add (Add (Cos (Num -2.0)) (Var "c")) (ProtectedExp (Var "m")))	m,v,c
(Add (Add (Cos (Num -2.0)) (Var "h")) (Var "kb"))	h,omega,kb,T
(Add (Add (Cos (Num -7.0)) (Num 4.0)) (ProtectedLog (Add (Cos (Num -2.0)) (Sub (Num 1.0) (Var "Y")))))	Y,sigma
(Add (Add (Cos (Num -7.0)) (Var "sigma")) (Add (Var "sigma") (Var "Y")))	Y,sigma
(Add (Add (Cos (Num -8.0)) (Num 4.0)) (ProtectedLog (Add (Cos (Num -1.0)) (Sub (Num 9.0) (Var "Y")))))	Y,sigma
(Add (Add (Cos (Num 2.0)) (ProtectedExp (Var "sigma"))) (ProtectedDiv (ProtectedExp (Cos (Var "Y"))) (Var "sigma")))	Y,sigma
(Add (Add (Cos (ProtectedDiv (ProtectedLog (Num -10.0)) (Mul (Var "m1") (Mul (Var "e") (Num 3.0))))) (Add (ProtectedSqrt (Var "G")) (Add (ProtectedDiv (Var "m2") (Cos (Var "e"))) (Mul (Var "G") (Var "m2"))))) (Var "G"))	m1,m2,r1,r2,G,e
(Add (Add (Cos (ProtectedDiv (Var "kb") (Var "kb"))) (Add (Var "kb") (Var "T"))) (Var "kb"))	h,omega,kb,T
(Add (Add (Cos (ProtectedExp (Var "m"))) (Num -5.0)) (Mul (ProtectedDiv (Var "v") (Sub (ProtectedDiv (ProtectedSqrt (Var "v")) (Var "m")) (ProtectedExp (Sub (Mul (Sub (Sub (Sin (Var "c")) (Var "m")) (Var "c")) (Num -10.0)) (Sub (Sub (ProtectedLog (Var "m")) (Var "c")) (Var "m")))))) (Sub (Sub (Var "c") (ProtectedExp (Var "v"))) (Var "m"))))	m,v,c
(Add (Add (Cos (ProtectedLog (ProtectedDiv (Var "n") (Mul (Num -3.0) (Var "n"))))) (ProtectedExp (Mul (ProtectedSqrt (ProtectedDiv (Var "alpha") (Num 5.0))) (Mul (Add (Var "alpha") (Num -1.0)) (ProtectedDiv (Var "n") (Num 7.0)))))) (Sin (Sub (Var "alpha") (ProtectedLog (ProtectedLog (Add (Var "alpha") (Var "alpha")))))))	n,alpha
(Add (Add (Cos (ProtectedSqrt (Num -3.0))) (Num -10.0)) (ProtectedLog (ProtectedDiv (Mul (Sin (Cos (Add (Cos (Var "alpha")) (ProtectedLog (Var "alpha"))))) (Sin (Mul (ProtectedDiv (Mul (ProtectedExp (Num 0.0)) (Cos (Sub (ProtectedDiv (Var "alpha") (Var "alpha")) (Num -8.0)))) (ProtectedDiv (Cos (Var "n")) (Mul (Num -3.0) (Var "alpha")))) (ProtectedDiv (Var "n") (Add (Num -10.0) (Var "n")))))) (Cos (Add (Var "alpha") (Cos (ProtectedSqrt (ProtectedExp (Sub (Mul (Sin (Var "n")) (Cos (Var "n"))) (Num -8.0))))))))))	n,alpha
(Add (Add (Cos (Sin (Num -6.0))) (Cos (Var "sigma"))) (Sub (Cos (Var "sigma")) (Sin (Var "sigma"))))	Y,sigma
(Add (Add (Cos (Sin (Var "sigma"))) (ProtectedExp (Add (Num 2.0) (Num 0.0)))) (Var "Y"))	Y,sigma
(Add (Add (Cos (Sin (Var "sigma"))) (Sin (Sin (Var "sigma")))) (Sub (Cos (Var "sigma")) (Sin (Sin (Var "sigma")))))	Y,sigma
(Add (Add (Cos (Sub (Var "q") (Sin (Var "d")))) (ProtectedSqrt (Sub (ProtectedExp (Var "Volt")) (Add (Var "Volt") (Sin (Var "y")))))) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Cos (Var "c")) (ProtectedSqrt (Var "c"))) (Var "c"))	x,c,u,t
(Add (Add (Cos (Var "d")) (Sin (Var "d"))) (Num -4.0))	q,y,Volt,d,epsilon
(Add (Add (Cos (Var "e")) (Num -3.0)) (Var "G"))	m1,m2,r1,r2,G,e
(Add (Add (Cos (Var "epsilon")) (Var "y")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Cos (Var "omega")) (ProtectedSqrt (Var "omega"))) (Var "omega"))	h,omega,kb,T
(Add (Add (Cos (Var "r1")) (Cos (Var "r2"))) (ProtectedExp (Var "m1")))	m1,m2,r1,r2,G,e
(Add (Add (Cos (Var "sigma")) (Num -5.0)) (Var "sigma"))	Y,sigma
(Add (Add (Cos (Var "sigma")) (Var "sigma")) (Add (Sin (Var "sigma")) (Num -6.0)))	Y,sigma
(Add (Add (Cos (Var "u")) (Mul (Cos (Var "t")) (Sin (Var "u")))) (Cos (Cos (ProtectedExp (Var "t")))))	x,c,u,t
(Add (Add (Mul (Cos (Mul (ProtectedDiv (Var "u") (ProtectedDiv (Var "x") (ProtectedLog (ProtectedDiv (Cos (ProtectedSqrt (Add (Num -8.0) (ProtectedExp (ProtectedDiv (Cos (Var "u")) (ProtectedLog (Var "x"))))))) (Cos (Var "x")))))) (Var "u"))) (Cos (ProtectedSqrt (ProtectedLog (Var "t"))))) (ProtectedLog (ProtectedExp (Var "u")))) (ProtectedExp (Var "c")))	x,c,u,t
(Add (Add (Mul (Mul (Add (Var "v") (Var "m")) (Add (Var "c") (Var "v"))) (ProtectedExp (Var "v"))) (Num -0.7421399456987468)) (Num 17314.51581766005))	m,v,c
(Add (Add (Mul (Mul (Mul (ProtectedLog (Var "d")) (Mul (ProtectedDiv (Var "y") (ProtectedSqrt (Var "Volt"))) (Num -9.0))) (ProtectedExp (Var "epsilon"))) (Add (Sin (Var "epsilon")) (Sin (Var "q")))) (Var "y")) (Add (ProtectedLog (Var "d")) (Var "epsilon")))	q,y,Volt,d,epsilon
(Add (Add (Mul (Mul (Sub (Var "v") (Num 4.0)) (Var "c")) (Var "v")) (Num 4.0)) (Sub (Sub (Var "m") (ProtectedDiv (Var "v") (Add (Mul (Add (Cos (Var "c")) (ProtectedSqrt (Sin (Mul (Var "m") (Var "v"))))) (Add (ProtectedSqrt (Var "m")) (Num -5.0))) (Sin (ProtectedSqrt (ProtectedSqrt (Sub (Var "m") (Var "m")))))))) (Sin (ProtectedLog (Var "m")))))	m,v,c
(Add (Add (Mul (Num -4.0) (ProtectedSqrt (Num 5.0))) (Var "kb")) (Var "kb"))	h,omega,kb,T
(Add (Add (Mul (Num -4.0) (ProtectedSqrt (Num 5.0))) (Var "u")) (Var "u"))	x,c,u,t
(Add (Add (Mul (Num -9.0) (Var "Y")) (Num 5.0)) (Cos (ProtectedExp (ProtectedExp (Var "sigma")))))	Y,sigma
(Add (Add (Mul (Num -9.0) (Var "n")) (Num 5.0)) (Cos (ProtectedExp (ProtectedExp (Var "alpha")))))	n,alpha
(Add (Add (Mul (Num -9.0) (Var "omega")) (Mul (Num 8.0) (ProtectedLog (ProtectedDiv (Var "h") (Var "kb"))))) (Var "omega"))	h,omega,kb,T
(Add (Add (Mul (Num 5.0) (Var "q")) (Var "epsilon")) (Cos (ProtectedExp (ProtectedExp (Var "Volt")))))	q,y,Volt,d,epsilon
(Add (Add (Mul (ProtectedDiv (Num 0.0) (Num -2.0)) (ProtectedDiv (Var "Y") (Var "sigma"))) (Mul (Var "sigma") (Num 5.0))) (Num 6.0))	Y,sigma
(Add (Add (Mul (ProtectedDiv (Num 8.0) (Var "r2")) (Num 8.0)) (Var "r2")) (Sub (Sin (Var "G")) (ProtectedDiv (Cos (Cos (Num 8.0))) (Var "r2"))))	m1,m2,r1,r2,G,e
(Add (Add (Mul (ProtectedDiv (Var "epsilon") (Var "epsilon")) (ProtectedDiv (Var "q") (Var "d"))) (Mul (Var "d") (Var "epsilon"))) (Num 6.0))	q,y,Volt,d,epsilon
(Add (Add (Mul (ProtectedDiv (Var "n") (Var "alpha")) (Var "alpha")) (Var "alpha")) (ProtectedSqrt (Num -5.0)))	n,alpha
(Add (Add (Mul (ProtectedExp (ProtectedExp (Sin (ProtectedExp (Var "Volt"))))) (Add (ProtectedDiv (Var "y") (Var "Volt")) (Var "epsilon"))) (ProtectedExp (Var "d"))) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Mul (ProtectedExp (Var "h")) (Add (Num -2.0) (Var "h"))) (Var "h")) (Var "T"))	h,omega,kb,T
(Add (Add (Mul (ProtectedExp (Var "x")) (Add (Num -2.0) (Var "x"))) (Var "x")) (Var "t"))	x,c,u,t
(Add (Add (Mul (ProtectedLog (Add (Add (Var "v") (Var "c")) (Var "v"))) (Num -3.0)) (Num -0.7421399456987468)) (Num 17314.51581766005))	m,v,c
